replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
[PvT] - [NAFish]sebesdes vs LiquidCure - White Rabbit LE - 2026-03-19 13_51_03.SC2Replay,335,White Rabbit LE,Protoss,Terran,2.0,160.0,92.0,1455.0,313.0,32.0,8.0,85.0,220.0,1651.0,291.0,39.0,12.0,6189.25,1089.25,5.0,64.0,1147.0,335.0,26.0,14.0,110.0,71.0,1371.0,313.0,30.0,22.0,5433.25,1206.75
[PvT] - [ONSYDE]Krystianer vs [KRKTWN]Percival - Taito Citadel LE - 2026-03-17 17_09_02.SC2Replay,5,Taito Citadel LE,Protoss,Terran,1.0,5.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,1.0,15.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
[PvT] - [Percei]llllllllllll vs milkicow - Taito Citadel LE - 2026-02-17 13_07_41.SC2Replay,1157,Taito Citadel LE,Protoss,Terran,2.0,275.0,174.0,1371.0,313.0,34.0,6.0,155.0,155.0,2099.0,447.0,52.0,48.0,13395.25,2692.75,260.0,84.0,1063.0,335.0,24.0,15.0,225.0,70.0,2323.0,627.0,46.0,49.0,13031.25,2761.25
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - 10000 Feet LE - 2026-03-16 14_14_40.SC2Replay,558,10000 Feet LE,Protoss,Terran,1.0,65.0,76.0,1539.0,313.0,34.0,8.0,215.0,37.0,2491.0,425.0,53.0,32.0,13269.75,2577.75,50.0,111.0,1203.0,313.0,27.0,16.0,165.0,137.0,1763.0,559.0,46.0,56.0,12667.75,2442.25
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Old Republic LE - 2026-03-08 15_11_49.SC2Replay,1031,Old Republic LE,Protoss,Terran,2.0,70.0,126.0,1483.0,313.0,34.0,6.0,440.0,50.0,2743.0,627.0,63.0,56.0,15950.25,3142.75,230.0,32.0,1623.0,313.0,27.0,10.0,170.0,518.0,2127.0,649.0,56.0,66.0,15292.25,3315.75
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Ruby Rock LE - 2026-03-08 15_43_33.SC2Replay,585,Ruby Rock LE,Protoss,Terran,1.0,150.0,48.0,1455.0,313.0,32.0,6.0,800.0,366.0,2295.0,492.0,58.0,23.0,13178.25,2873.0,195.0,155.0,1371.0,358.0,25.0,9.0,262.0,102.0,2071.0,403.0,48.0,25.0,13444.25,2604.25
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Tourmaline LE - 2026-03-08 15_20_08.SC2Replay,422,Tourmaline LE,Protoss,Terran,1.0,140.0,44.0,1371.0,335.0,33.0,8.0,235.0,32.0,1819.0,425.0,43.0,18.0,9057.75,1536.25,40.0,70.0,1119.0,313.0,21.0,17.0,65.0,54.0,1427.0,335.0,31.0,24.0,7559.75,1771.25
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Tourmaline LE - 2026-03-16 13_50_04.SC2Replay,366,Tourmaline LE,Protoss,Terran,2.0,135.0,218.0,867.0,335.0,26.0,4.0,100.0,316.0,811.0,313.0,22.0,6.0,5446.75,1228.25,110.0,125.0,867.0,89.0,15.0,15.0,140.0,124.0,1007.0,111.0,21.0,6.0,4795.75,572.75
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Winter Madness LE - 2026-03-08 15_32_11.SC2Replay,571,Winter Madness LE,Protoss,Terran,1.0,75.0,39.0,1371.0,358.0,33.0,8.0,815.0,365.0,2491.0,470.0,56.0,23.0,13395.25,2790.0,84.0,166.0,1371.0,335.0,27.0,15.0,287.0,146.0,2379.0,447.0,44.0,25.0,13787.25,2256.25
[PvT] - [PSISTM]MaxPax vs [mlem]LiquidClem - Winter Madness LE - 2026-03-16 14_04_29.SC2Replay,779,Winter Madness LE,Protoss,Terran,1.0,120.0,68.0,1483.0,313.0,34.0,8.0,235.0,130.0,2519.0,761.0,65.0,38.0,13836.25,2884.75,43.0,111.0,1315.0,313.0,27.0,11.0,68.0,40.0,2183.0,627.0,53.0,61.0,14298.25,2805.75
[PvT] - [PSISTM]MaxPax vs [RBLN]ByuN - 10000 Feet LE - 2026-02-16 17_15_26.SC2Replay,496,10000 Feet LE,Protoss,Terran,2.0,115.0,27.0,1343.0,313.0,32.0,8.0,155.0,228.0,1371.0,358.0,34.0,13.0,10274.75,2258.0,129.0,125.0,1399.0,156.0,27.0,15.0,89.0,48.0,1679.0,492.0,45.0,32.0,10491.75,1396.0
[PvT] - [PSISTM]MaxPax vs [RBLN]ByuN - Old Republic LE - 2026-02-16 17_26_04.SC2Replay,554,Old Republic LE,Protoss,Terran,1.0,480.0,257.0,1035.0,313.0,27.0,7.0,155.0,150.0,2463.0,604.0,58.0,33.0,11904.75,3036.0,92.0,72.0,1315.0,358.0,26.0,12.0,132.0,303.0,1987.0,515.0,50.0,32.0,11911.75,2677.25
[PvT] - [PSISTM]MaxPax vs [RBLN]ByuN - Tourmaline LE - 2026-02-16 17_47_56.SC2Replay,1251,Tourmaline LE,Protoss,Terran,1.0,100.0,122.0,1483.0,291.0,35.0,4.0,815.0,148.0,2547.0,470.0,54.0,34.0,14319.25,2935.0,85.0,164.0,1231.0,313.0,26.0,14.0,244.0,364.0,1959.0,268.0,47.0,42.0,12856.25,2974.0
[PvT] - [PSISTM]MaxPax vs [RBLN]ByuN - Winter Madness LE - 2026-02-16 17_06_16.SC2Replay,879,Winter Madness LE,Protoss,Terran,1.0,30.0,63.0,1371.0,335.0,33.0,8.0,415.0,179.0,2659.0,470.0,59.0,39.0,13913.25,2834.0,335.0,168.0,1231.0,335.0,26.0,10.0,500.0,160.0,2239.0,515.0,47.0,49.0,12576.25,2889.25
[PvT] - [PSISTM]MaxPax vs LiquidCure - 10000 Feet LE - 2026-03-07 16_30_15.SC2Replay,601,10000 Feet LE,Protoss,Terran,1.0,220.0,261.0,1231.0,313.0,30.0,8.0,680.0,133.0,2799.0,470.0,60.0,28.0,13612.25,2745.0,88.0,35.0,1091.0,335.0,26.0,12.0,316.0,203.0,1791.0,627.0,47.0,46.0,12156.25,2681.75
[PvT] - [PSISTM]MaxPax vs LiquidCure - Celestial Enclave LE - 2026-03-07 16_08_56.SC2Replay,62,Celestial Enclave LE,Protoss,Terran,1.0,90.0,0.0,867.0,0.0,17.0,1.0,90.0,0.0,867.0,0.0,17.0,1.0,943.75,0.0,155.0,0.0,783.0,0.0,16.0,1.0,155.0,0.0,783.0,0.0,16.0,1.0,964.75,0.0
[PvT] - [PSISTM]MaxPax vs LiquidCure - Celestial Enclave LE - 2026-03-07 16_18_57.SC2Replay,367,Celestial Enclave LE,Protoss,Terran,2.0,50.0,97.0,1483.0,291.0,34.0,6.0,280.0,173.0,1679.0,425.0,42.0,18.0,7217.75,1245.75,45.0,131.0,1483.0,335.0,28.0,17.0,240.0,79.0,2099.0,313.0,36.0,32.0,7126.75,1217.25
[PvT] - [PSISTM]MaxPax vs LiquidCure - Ruby Rock LE - 2026-03-07 16_58_05.SC2Replay,1020,Ruby Rock LE,Protoss,Terran,1.0,65.0,47.0,1399.0,313.0,34.0,6.0,425.0,401.0,2799.0,537.0,61.0,40.0,13724.25,3433.25,95.0,281.0,1287.0,335.0,26.0,12.0,287.0,194.0,2351.0,627.0,52.0,60.0,14606.25,2873.25
[PvT] - [PSISTM]MaxPax vs LiquidCure - Tourmaline LE - 2026-02-23 15_16_23.SC2Replay,827,Tourmaline LE,Protoss,Terran,1.0,35.0,68.0,1399.0,335.0,33.0,8.0,235.0,246.0,2603.0,492.0,57.0,29.0,13689.25,2861.5,135.0,96.0,1315.0,335.0,27.0,9.0,67.0,170.0,2323.0,627.0,48.0,45.0,12835.25,2838.75
[PvT] - [PSISTM]MaxPax vs LiquidCure - Tourmaline LE - 2026-03-07 16_39_56.SC2Replay,512,Tourmaline LE,Protoss,Terran,2.0,50.0,72.0,1539.0,313.0,33.0,6.0,220.0,176.0,2295.0,447.0,53.0,27.0,11961.25,2280.75,184.0,238.0,923.0,313.0,25.0,10.0,241.0,70.0,2183.0,470.0,43.0,48.0,10995.25,2319.5
[PvT] - [PSISTM]MaxPax vs LiquidCure - Winter Madness LE - 2026-02-23 15_01_16.SC2Replay,1265,Winter Madness LE,Protoss,Terran,1.0,45.0,93.0,1343.0,291.0,32.0,6.0,315.0,319.0,2407.0,627.0,57.0,30.0,13150.25,3277.25,114.0,114.0,1147.0,335.0,26.0,12.0,84.0,262.0,1931.0,649.0,49.0,53.0,13199.25,3011.75
[PvT] - [PSISTM]MaxPax vs LiquidCure - Winter Madness LE - 2026-03-07 16_06_03.SC2Replay,872,Winter Madness LE,Protoss,Terran,1.0,120.0,118.0,1511.0,313.0,35.0,6.0,490.0,272.0,1931.0,447.0,51.0,33.0,13045.25,2682.75,175.0,100.0,1567.0,156.0,26.0,12.0,315.0,41.0,2071.0,671.0,47.0,46.0,13962.25,2369.25
[PvT] - [PSISTM]MaxPax vs ONSYDERyung - Tourmaline LE - 2026-03-17 17_44_03.SC2Replay,518,Tourmaline LE,Protoss,Terran,1.0,15.0,60.0,1427.0,313.0,33.0,8.0,200.0,190.0,1903.0,470.0,49.0,33.0,11513.25,2341.5,80.0,137.0,1091.0,313.0,26.0,12.0,388.0,21.0,2407.0,515.0,42.0,49.0,10519.25,2230.75
[PvT] - [PSISTM]MaxPax vs Spirit - 10000 Feet LE - 2026-03-06 12_20_33.SC2Replay,286,10000 Feet LE,Protoss,Terran,1.0,10.0,64.0,1427.0,313.0,33.0,8.0,10.0,64.0,1427.0,313.0,33.0,8.0,4692.25,737.25,105.0,153.0,1035.0,313.0,25.0,14.0,105.0,153.0,1035.0,313.0,25.0,14.0,4146.25,815.25
[PvT] - [PSISTM]MaxPax vs Spirit - Winter Madness LE - 2026-03-06 12_14_52.SC2Replay,563,Winter Madness LE,Protoss,Terran,1.0,90.0,72.0,1455.0,358.0,33.0,8.0,300.0,375.0,2211.0,447.0,50.0,24.0,11869.75,2460.25,205.0,92.0,1203.0,313.0,25.0,13.0,155.0,233.0,2239.0,604.0,44.0,42.0,11288.75,2353.0
[PvT] - [SYDE]Krystianer vs [mlem]LiquidClem - Ruby Rock LE - 2026-03-05 15_21_03.SC2Replay,1050,Ruby Rock LE,Protoss,Terran,2.0,95.0,55.0,1539.0,313.0,35.0,8.0,455.0,218.0,2687.0,470.0,55.0,33.0,14228.25,2430.5,70.0,85.0,1511.0,335.0,26.0,18.0,255.0,88.0,2155.0,627.0,50.0,40.0,14277.25,2973.25
[PvT] - [SYDE]Krystianer vs [mlem]LiquidClem - White Rabbit LE - 2026-03-05 15_39_11.SC2Replay,942,White Rabbit LE,Protoss,Terran,2.0,75.0,147.0,1287.0,313.0,31.0,8.0,830.0,642.0,2239.0,470.0,61.0,40.0,13892.25,2766.5,165.0,153.0,1315.0,313.0,26.0,15.0,35.0,151.0,2407.0,627.0,49.0,72.0,14396.25,3096.75
[PvT] - [T1herO]herO vs Percival - Old Republic LE - 2026-02-24 12_59_20.SC2Replay,706,Old Republic LE,Protoss,Terran,1.0,15.0,51.0,1315.0,335.0,31.0,11.0,345.0,388.0,1679.0,649.0,47.0,42.0,12562.25,3204.25,242.0,181.0,1231.0,335.0,25.0,14.0,36.0,76.0,2127.0,515.0,43.0,40.0,11498.25,2541.75
[PvT] - [T1herO]herO vs Percival - White Rabbit LE - 2026-02-24 13_16_33.SC2Replay,978,White Rabbit LE,Protoss,Terran,1.0,20.0,51.0,1455.0,335.0,33.0,10.0,305.0,404.0,2687.0,649.0,63.0,38.0,14424.25,3439.25,109.0,117.0,1371.0,313.0,27.0,10.0,44.0,406.0,2239.0,649.0,52.0,40.0,13570.25,2922.75
[PvT] - ArT vs [KRKTWN]Percival - White Rabbit LE - 2026-03-17 16_10_57.SC2Replay,942,White Rabbit LE,Protoss,Terran,1.0,100.0,54.0,1511.0,335.0,34.0,6.0,70.0,62.0,2659.0,470.0,58.0,30.0,15257.25,3025.5,148.0,166.0,1483.0,335.0,28.0,11.0,213.0,360.0,2071.0,627.0,52.0,38.0,14396.25,3343.75
[PvT] - ArT vs ONSYDERyung - 10000 Feet LE - 2026-03-17 14_53_55.SC2Replay,11,10000 Feet LE,Protoss,Terran,,35.0,0.0,293.0,0.0,12.0,1.0,35.0,0.0,293.0,0.0,12.0,1.0,73.25,0.0,35.0,0.0,293.0,0.0,12.0,1.0,35.0,0.0,293.0,0.0,12.0,1.0,73.25,0.0
[PvT] - ArT vs ONSYDERyung - 10000 Feet LE - 2026-03-17 15_31_22.SC2Replay,1022,10000 Feet LE,Protoss,Terran,2.0,155.0,96.0,1455.0,335.0,34.0,8.0,325.0,443.0,2771.0,627.0,61.0,59.0,15467.25,2918.25,150.0,25.0,1315.0,156.0,26.0,10.0,350.0,218.0,2099.0,649.0,50.0,63.0,14319.25,2787.75
[PvT] - boanaan vs ONSYDEmaru - White Rabbit LE - 2026-03-17 15_07_49.SC2Replay,265,White Rabbit LE,Protoss,Terran,2.0,80.0,100.0,867.0,335.0,23.0,4.0,80.0,100.0,867.0,335.0,23.0,4.0,3530.75,373.75,48.0,98.0,979.0,246.0,24.0,9.0,48.0,98.0,979.0,246.0,24.0,9.0,3306.75,586.5
[PvT] - Classic vs [mIem]LiquidClem - Old Republic LE - 2026-03-02 12_49_14.SC2Replay,621,Old Republic LE,Protoss,Terran,1.0,270.0,112.0,1483.0,313.0,34.0,8.0,415.0,95.0,2827.0,447.0,58.0,48.0,14781.25,2917.75,40.0,110.0,1315.0,335.0,26.0,16.0,79.0,239.0,2127.0,582.0,50.0,63.0,14018.25,2929.5
[PvT] - Classic vs [mIem]LiquidClem - Ruby Rock LE - 2026-03-02 13_06_50.SC2Replay,1033,Ruby Rock LE,Protoss,Terran,1.0,135.0,58.0,1567.0,313.0,34.0,10.0,295.0,24.0,2547.0,604.0,60.0,40.0,14277.25,2879.0,230.0,145.0,1343.0,313.0,26.0,14.0,95.0,220.0,2155.0,627.0,51.0,65.0,14305.25,3041.75
[PvT] - Classic vs [RBLN]ByuN - 10000 Feet LE - 2026-03-10 13_37_35.SC2Replay,469,10000 Feet LE,Protoss,Terran,2.0,50.0,125.0,1483.0,313.0,33.0,8.0,655.0,196.0,2463.0,649.0,59.0,22.0,10086.25,2174.25,175.0,25.0,1735.0,156.0,28.0,10.0,170.0,162.0,2015.0,582.0,48.0,42.0,10618.25,1732.5
[PvT] - Classic vs [RBLN]ByuN - Winter Madness LE - 2026-03-10 13_28_51.SC2Replay,434,Winter Madness LE,Protoss,Terran,2.0,140.0,63.0,1483.0,335.0,33.0,8.0,375.0,358.0,1875.0,649.0,45.0,19.0,9057.75,1916.75,5.0,143.0,1119.0,313.0,27.0,10.0,270.0,77.0,1931.0,335.0,39.0,29.0,8385.75,1547.25
[PvT] - Classic vs Nicoract - Winter Madness LE - 2026-03-05 12_26_39.SC2Replay,802,Winter Madness LE,Protoss,Terran,1.0,195.0,71.0,1483.0,335.0,33.0,8.0,380.0,223.0,2659.0,492.0,56.0,51.0,15467.25,3007.5,220.0,203.0,1035.0,313.0,26.0,10.0,100.0,310.0,1791.0,627.0,48.0,60.0,13836.25,3197.75
[PvT] - Classic vs Percival - Old Republic LE - 2026-03-02 14_09_41.SC2Replay,869,Old Republic LE,Protoss,Terran,1.0,270.0,79.0,1539.0,313.0,35.0,10.0,130.0,291.0,2603.0,627.0,63.0,56.0,15271.25,3030.25,130.0,83.0,1455.0,358.0,26.0,13.0,126.0,246.0,2239.0,671.0,50.0,52.0,14396.25,3275.75
[PvT] - Classic vs Percival - Winter Madness LE - 2026-03-02 14_28_53.SC2Replay,1112,Winter Madness LE,Protoss,Terran,1.0,180.0,60.0,1399.0,335.0,33.0,8.0,595.0,262.0,1875.0,447.0,54.0,44.0,14641.25,2794.25,114.0,247.0,1231.0,313.0,26.0,10.0,249.0,230.0,2043.0,716.0,48.0,55.0,13423.25,3074.5
[PvT] - Creator vs Spirit - Winter Madness LE - 2026-02-19 14_47_45.SC2Replay,795,Winter Madness LE,Protoss,Terran,1.0,140.0,89.0,1511.0,335.0,35.0,10.0,650.0,188.0,2519.0,627.0,58.0,42.0,13920.25,2995.75,40.0,21.0,1483.0,156.0,27.0,14.0,220.0,124.0,2491.0,604.0,55.0,55.0,14249.25,2609.5
[PvT] - Harstem vs Bunny - Ruby Rock LE - 2026-02-25 14_12_32.SC2Replay,410,Ruby Rock LE,Protoss,Terran,2.0,370.0,214.0,1175.0,313.0,30.0,10.0,120.0,170.0,1791.0,291.0,43.0,19.0,7357.25,1357.25,263.0,223.0,1259.0,335.0,26.0,9.0,119.0,99.0,1931.0,380.0,38.0,24.0,7644.25,1391.0
[PvT] - herO vs [mIem]LiquidClem - 10000 Feet LE - 2026-03-07 15_36_18.SC2Replay,377,10000 Feet LE,Protoss,Terran,1.0,250.0,31.0,1315.0,313.0,32.0,6.0,115.0,133.0,1679.0,335.0,38.0,16.0,6769.75,1222.25,80.0,201.0,1371.0,313.0,26.0,9.0,215.0,174.0,1819.0,335.0,36.0,18.0,6860.75,1100.25
[PvT] - herO vs [mIem]LiquidClem - Old Republic LE - 2026-03-07 15_46_35.SC2Replay,539,Old Republic LE,Protoss,Terran,1.0,110.0,86.0,1007.0,335.0,25.0,13.0,345.0,76.0,1707.0,425.0,40.0,30.0,9294.25,1904.75,97.0,48.0,1147.0,291.0,24.0,9.0,56.0,180.0,1483.0,335.0,30.0,25.0,9336.25,2017.75
[PvT] - herO vs [mIem]LiquidClem - Ruby Rock LE - 2026-03-07 15_27_29.SC2Replay,868,Ruby Rock LE,Protoss,Terran,1.0,100.0,35.0,1427.0,335.0,33.0,7.0,225.0,84.0,2463.0,492.0,55.0,46.0,14116.25,2850.0,120.0,54.0,1287.0,335.0,26.0,14.0,52.0,170.0,2183.0,649.0,50.0,45.0,13430.25,2956.75
[PvT] - LiquidMaNa vs [mlem]LiquidClem - Old Republic LE - 2026-02-18 13_19_45.SC2Replay,525,Old Republic LE,Protoss,Terran,2.0,200.0,120.0,1315.0,335.0,33.0,6.0,255.0,148.0,2603.0,358.0,61.0,27.0,12080.25,2135.0,45.0,98.0,1707.0,313.0,28.0,16.0,119.0,351.0,2295.0,671.0,50.0,48.0,12661.25,2515.75
[PvT] - LiquidMaNa vs [mlem]LiquidClem - Ruby Rock LE - 2026-02-18 13_09_01.SC2Replay,611,Ruby Rock LE,Protoss,Terran,2.0,5.0,78.0,1175.0,335.0,29.0,8.0,1095.0,332.0,2043.0,582.0,61.0,44.0,14011.25,2929.0,94.0,79.0,1231.0,313.0,26.0,10.0,404.0,217.0,2043.0,649.0,48.0,65.0,13675.25,2945.75
[PvT] - ONSYDEZoun vs [mIem]LiquidClem - 10000 Feet LE - 2026-03-10 12_51_32.SC2Replay,1192,10000 Feet LE,Protoss,Terran,2.0,245.0,88.0,1595.0,313.0,35.0,8.0,260.0,335.0,2239.0,627.0,60.0,50.0,14704.25,3512.25,200.0,223.0,1259.0,335.0,28.0,10.0,254.0,108.0,2547.0,649.0,51.0,67.0,14613.25,3158.25
[PvT] - ONSYDEZoun vs [RBLN]ByuN - 10000 Feet LE - 2026-03-07 14_40_20.SC2Replay,802,10000 Feet LE,Protoss,Terran,1.0,205.0,47.0,1399.0,291.0,33.0,10.0,330.0,109.0,2211.0,627.0,59.0,30.0,13535.25,2829.25,0.0,109.0,1455.0,335.0,27.0,16.0,153.0,265.0,2211.0,492.0,53.0,33.0,13129.25,2570.5
[PvT] - ONSYDEZoun vs [RBLN]ByuN - Mothership LE - 2026-03-07 15_04_32.SC2Replay,598,Mothership LE,Protoss,Terran,1.0,120.0,84.0,1455.0,291.0,35.0,8.0,295.0,107.0,2771.0,470.0,59.0,50.0,14837.25,2756.0,80.0,117.0,1455.0,313.0,26.0,14.0,240.0,105.0,1819.0,627.0,50.0,56.0,13549.25,3074.75
[PvT] - ONSYDEZoun vs [RBLN]ByuN - Winter Madness LE - 2026-03-07 14_52_43.SC2Replay,610,Winter Madness LE,Protoss,Terran,2.0,60.0,91.0,1455.0,335.0,35.0,8.0,890.0,488.0,2771.0,470.0,58.0,61.0,15565.25,2934.0,165.0,57.0,1707.0,156.0,27.0,9.0,215.0,103.0,2715.0,627.0,65.0,68.0,15985.25,2896.25
[PvT] - ONSYDEZoun vs Bunny - 10000 Feet LE - 2026-03-07 15_15_55.SC2Replay,393,10000 Feet LE,Protoss,Terran,1.0,150.0,172.0,1091.0,313.0,31.0,8.0,105.0,62.0,1903.0,291.0,42.0,18.0,7651.25,1368.75,109.0,1.0,1175.0,335.0,25.0,17.0,121.0,52.0,1595.0,313.0,31.0,31.0,7168.25,1519.75
[PvT] - ONSYDEZoun vs Bunny - Taito Citadel LE - 2026-03-07 15_38_00.SC2Replay,643,Taito Citadel LE,Protoss,Terran,2.0,165.0,89.0,1567.0,313.0,34.0,8.0,525.0,287.0,2071.0,470.0,49.0,53.0,14284.25,2889.5,70.0,68.0,1511.0,358.0,28.0,13.0,60.0,339.0,1931.0,649.0,48.0,66.0,13591.25,3327.25
[PvT] - ONSYDEZoun vs Bunny - White Rabbit LE - 2026-03-07 15_26_14.SC2Replay,566,White Rabbit LE,Protoss,Terran,2.0,230.0,100.0,1399.0,313.0,32.0,8.0,80.0,57.0,2519.0,649.0,60.0,48.0,12814.75,2924.25,214.0,175.0,1315.0,156.0,27.0,8.0,274.0,174.0,2323.0,649.0,55.0,57.0,14123.75,2296.75
[PvT] - Shameless vs [KRKTWN]Percival - Old Republic LE - 2026-02-24 14_27_09.SC2Replay,853,Old Republic LE,Protoss,Terran,1.0,10.0,116.0,1231.0,291.0,31.0,8.0,30.0,147.0,2491.0,604.0,61.0,33.0,13199.25,2947.0,69.0,78.0,1203.0,313.0,26.0,14.0,174.0,198.0,1791.0,649.0,47.0,60.0,12884.25,3215.25
[PvT] - Shameless vs [KRKTWN]Percival - White Rabbit LE - 2026-02-24 14_39_59.SC2Replay,664,White Rabbit LE,Protoss,Terran,1.0,255.0,76.0,1595.0,313.0,35.0,8.0,440.0,55.0,2715.0,649.0,67.0,42.0,15173.25,2767.25,35.0,99.0,1427.0,335.0,27.0,14.0,267.0,218.0,2155.0,649.0,48.0,44.0,13395.25,3091.75
[PvT] - ShoWTimE vs LiquidCure - White Rabbit LE - 2026-03-10 13_53_35.SC2Replay,536,White Rabbit LE,Protoss,Terran,1.0,70.0,96.0,1315.0,313.0,33.0,8.0,205.0,284.0,2379.0,470.0,57.0,30.0,11856.25,2464.5,110.0,226.0,1259.0,335.0,26.0,8.0,115.0,102.0,2295.0,627.0,47.0,48.0,11975.25,2536.75
[PvT] - SZNightMare vs LiquidCure - Taito Citadel LE - 2026-03-18 12_47_53.SC2Replay,832,Taito Citadel LE,Protoss,Terran,2.0,40.0,60.0,1371.0,335.0,32.0,6.0,500.0,225.0,2239.0,627.0,58.0,31.0,12632.25,2984.75,87.0,138.0,1595.0,313.0,28.0,16.0,112.0,156.0,1875.0,649.0,55.0,62.0,14319.25,3012.75
[PvT] - VITZoun vs Bunny - 10000 Feet LE - 2026-02-25 12_58_06.SC2Replay,553,10000 Feet LE,Protoss,Terran,2.0,150.0,72.0,1063.0,313.0,29.0,3.0,215.0,167.0,1931.0,649.0,50.0,27.0,12149.75,2755.75,149.0,199.0,1259.0,313.0,24.0,8.0,393.0,276.0,1931.0,627.0,47.0,53.0,12639.75,2806.75
[PvT] - VITZoun vs Bunny - Mothership LE - 2026-02-25 13_11_12.SC2Replay,721,Mothership LE,Protoss,Terran,2.0,45.0,171.0,1399.0,335.0,34.0,8.0,315.0,328.0,1763.0,492.0,44.0,33.0,14557.25,2894.5,150.0,191.0,1427.0,313.0,28.0,10.0,315.0,317.0,1763.0,649.0,48.0,55.0,13535.25,3259.75
[PvZ] - [BASKGG]trigger vs [SBalIs]YoungYakov - Celestial Enclave LE - 2026-03-10 15_40_02.SC2Replay,894,Celestial Enclave LE,Protoss,Zerg,1.0,110.0,143.0,1371.0,335.0,34.0,8.0,555.0,120.0,2715.0,940.0,66.0,30.0,15075.25,3533.0,102.0,32.0,1315.0,111.0,31.0,13.5,75.0,59.0,2463.0,470.0,59.0,45.0,15180.25,1401.5
[PvZ] - [BASKKR]trigger vs SHIN - Celestial Enclave LE - 2026-02-25 13_50_22.SC2Replay,552,Celestial Enclave LE,Protoss,Zerg,2.0,50.0,164.0,1539.0,335.0,37.0,9.0,815.0,224.0,2687.0,1007.0,66.0,40.0,14802.75,3417.75,4.0,12.0,1399.0,0.0,31.0,16.0,694.0,157.0,3135.0,985.0,75.0,34.0,15068.75,1485.75
[PvZ] - [BASKKR]trigger vs SHIN - Old Republic LE - 2026-02-25 14_01_55.SC2Replay,619,Old Republic LE,Protoss,Zerg,2.0,125.0,188.0,1483.0,335.0,36.0,9.0,315.0,234.0,2715.0,940.0,68.0,50.0,16097.25,4049.5,29.0,0.0,1567.0,0.0,32.0,16.0,454.0,286.0,2631.0,1276.0,71.0,61.5,16958.25,2723.0
[PvZ] - [EGD]ShoWTimE vs [SBаlls]YoungYakov - Taito Citadel LE - 2026-02-19 14_59_29.SC2Replay,778,Taito Citadel LE,Protoss,Zerg,2.0,145.0,61.0,1455.0,313.0,33.0,14.0,60.0,363.0,2631.0,873.0,65.0,34.0,14998.25,3674.25,199.0,92.0,1511.0,134.0,32.0,14.0,86.0,147.0,2519.0,739.0,58.0,68.0,16020.25,2555.25
[PvZ] - [GGSZ]Gerald vs Solar - Tourmaline LE - 2026-03-07 13_13_11.SC2Replay,717,Tourmaline LE,Protoss,Zerg,1.0,340.0,114.0,1483.0,313.0,33.0,11.0,665.0,127.0,2799.0,739.0,65.0,46.0,15628.25,3002.75,174.0,8.0,1595.0,0.0,30.0,13.5,341.0,1094.0,3079.0,963.0,71.0,37.0,16034.25,1973.75
[PvZ] - [GGSZ]Gerald vs Solar - White Rabbit LE - 2026-03-07 13_26_04.SC2Replay,694,White Rabbit LE,Protoss,Zerg,2.0,420.0,102.0,1399.0,313.0,34.0,11.0,675.0,215.0,2939.0,492.0,67.0,33.0,15691.25,2794.0,253.0,0.0,1791.0,0.0,32.0,13.0,103.0,87.0,3499.0,940.0,80.0,56.5,17483.25,2091.0
[PvZ] - [PSISTM]MaxPax vs [RBLN]Lambo - Celestial Enclave LE - 2026-03-12 17_31_35.SC2Replay,242,Celestial Enclave LE,Protoss,Zerg,2.0,170.0,272.0,587.0,201.0,23.0,6.0,170.0,272.0,587.0,201.0,23.0,6.0,3292.75,619.75,158.0,0.0,727.0,0.0,12.0,8.5,158.0,0.0,727.0,0.0,12.0,8.5,3271.75,0.0
[PvZ] - [PSISTM]MaxPax vs Rogue - 10000 Feet LE - 2026-03-06 13_22_17.SC2Replay,970,10000 Feet LE,Protoss,Zerg,1.0,110.0,139.0,1567.0,313.0,36.0,9.0,665.0,873.0,2715.0,963.0,69.0,41.0,15719.25,3506.25,129.0,0.0,1651.0,0.0,35.0,13.0,534.0,410.0,3443.0,492.0,69.0,53.5,18155.25,1519.0
